1418.800000,0.015142,0.015693,0.964883
1418.801172,0.015066,0.015642,0.963171
1418.802344,0.015104,0.015577,0.969660
1418.803516,0.015165,0.015578,0.973499
1418.804688,0.015177,0.015583,0.973986
1418.805859,0.015077,0.015560,0.968985
1418.807031,0.014898,0.015531,0.959258
1418.808203,0.014712,0.015506,0.948812
1418.809375,0.014497,0.015461,0.937619
1418.810547,0.014518,0.015429,0.940924
1418.811719,0.014737,0.015390,0.957547
1418.812891,0.014887,0.015380,0.967891
1418.814062,0.014910,0.015407,0.967768
1418.815234,0.014844,0.015380,0.965160
1418.816406,0.014664,0.015301,0.958366
1418.817578,0.014532,0.015256,0.952494
1418.818750,0.014666,0.015241,0.962299
1418.819922,0.014702,0.015219,0.966033
1418.821094,0.014518,0.015209,0.954606
1418.822266,0.014488,0.015200,0.953152
1418.823437,0.014664,0.015188,0.965495
1418.824609,0.014870,0.015190,0.978997
1418.825781,0.014854,0.015198,0.977344
1418.826953,0.014752,0.015215,0.969550
1418.828125,0.014757,0.015190,0.971540
1418.829297,0.014681,0.015133,0.970134
1418.830469,0.014614,0.015133,0.965702
1418.831641,0.014563,0.015136,0.962184
1418.832813,0.014333,0.015105,0.948924
1418.833984,0.014196,0.015078,0.941487
1418.835156,0.014367,0.015087,0.952265
1418.836328,0.014724,0.015096,0.975356
1418.837500,0.014908,0.015085,0.988248
1418.838672,0.014743,0.015053,0.979380
1418.839844,0.014617,0.015037,0.972072
1418.841016,0.014588,0.015027,0.970810
1418.842187,0.014692,0.015028,0.977654
1418.843359,0.014703,0.015045,0.977233
1418.844531,0.014628,0.015035,0.972920
1418.845703,0.014663,0.015033,0.975428
1418.846875,0.014791,0.015019,0.984812
1418.848047,0.014918,0.015019,0.993279
1418.849219,0.014710,0.015009,0.980035
1418.850391,0.014489,0.015013,0.965131
1418.851562,0.014411,0.015003,0.960521
1418.852734,0.014409,0.015024,0.959052
1418.853906,0.014406,0.015054,0.956932
1418.855078,0.014379,0.015051,0.955358
1418.856250,0.014655,0.015077,0.972020
1418.857422,0.014668,0.015069,0.973347
1418.858594,0.014558,0.015030,0.968569
1418.859766,0.014558,0.015035,0.968319
1418.860937,0.014550,0.015117,0.962448
1418.862109,0.014620,0.015139,0.965693
1418.863281,0.014691,0.015163,0.968834
1418.864453,0.014802,0.015197,0.973990
1418.865625,0.014980,0.015179,0.986874
1418.866797,0.014983,0.015195,0.986058
1418.867969,0.014710,0.015214,0.966862
1418.869141,0.014655,0.015179,0.965437
1418.870312,0.014798,0.015168,0.975613
1418.871484,0.014804,0.015233,0.971854
1418.872656,0.014659,0.015274,0.959762
1418.873828,0.014680,0.015285,0.960448
1418.875000,0.014765,0.015315,0.964125
1418.876172,0.014757,0.015389,0.958931
1418.877344,0.014620,0.015419,0.948200
1418.878516,0.014650,0.015440,0.948786
1418.879688,0.014946,0.015460,0.966775
1418.880859,0.014990,0.015480,0.968316
1418.882031,0.014806,0.015527,0.953540
1418.883203,0.014886,0.015548,0.957423
1418.884375,0.015265,0.015607,0.978122
1418.885547,0.015287,0.015698,0.973778
1418.886719,0.015031,0.015723,0.955967
1418.887891,0.014989,0.015739,0.952394
1418.889062,0.015209,0.015836,0.960350
1418.890234,0.015372,0.015902,0.966653
1418.891406,0.015288,0.015944,0.958873
1418.892578,0.015318,0.015984,0.958285
1418.893750,0.015511,0.016042,0.966947
1418.894922,0.015646,0.016088,0.972529
1418.896094,0.015769,0.016154,0.976162
1418.897266,0.015758,0.016256,0.969359
1418.898438,0.015513,0.016301,0.951677
1418.899609,0.015559,0.016337,0.952421
1418.900781,0.015672,0.016356,0.958165
1418.901953,0.015730,0.016383,0.960135
1418.903125,0.015972,0.016437,0.971752
1418.904297,0.016032,0.016532,0.969794
1418.905469,0.015829,0.016623,0.952239
1418.906641,0.015662,0.016709,0.937330
1418.907812,0.015649,0.016765,0.933427
1418.908984,0.015832,0.016807,0.942004
1418.910156,0.016149,0.016860,0.957819
1418.911328,0.016227,0.016941,0.957824
1418.912500,0.016305,0.017048,0.956410
1418.913672,0.016235,0.017141,0.947151
1418.914844,0.016239,0.017213,0.943422
1418.916016,0.016469,0.017288,0.952642
1418.917187,0.016647,0.017379,0.957875
1418.918359,0.016788,0.017456,0.961684
1418.919531,0.016990,0.017535,0.968921
1418.920703,0.017052,0.017606,0.968555
1418.921875,0.016949,0.017660,0.959742
1418.923047,0.017002,0.017722,0.959374
1418.924219,0.017370,0.017804,0.975637
1418.925391,0.017425,0.017924,0.972167
1418.926563,0.017335,0.018011,0.962447
1418.927734,0.017339,0.018094,0.958311
1418.928906,0.017378,0.018159,0.957026
1418.930078,0.017673,0.018239,0.968953
1418.931250,0.017837,0.018366,0.971193
1418.932422,0.017833,0.018464,0.965824
1418.933594,0.017802,0.018537,0.960337
1418.934766,0.018011,0.018635,0.966503
1418.935937,0.018228,0.018753,0.971962
1418.937109,0.017969,0.018850,0.953246
1418.938281,0.017795,0.018899,0.941597
1418.939453,0.018226,0.018987,0.959933
1418.940625,0.018498,0.019147,0.966115
1418.941797,0.018525,0.019276,0.961038
1418.942969,0.018269,0.019366,0.943357
1418.944141,0.018240,0.019449,0.937834
1418.945312,0.018551,0.019513,0.950729
1418.946484,0.018669,0.019600,0.952466
1418.947656,0.018471,0.019716,0.936858
1418.948828,0.018563,0.019869,0.934287
1418.950000,0.018851,0.019957,0.944557
1418.951172,0.019326,0.019998,0.966364
1418.952344,0.019696,0.020098,0.979992
1418.953516,0.019770,0.020204,0.978499
1418.954687,0.019757,0.020299,0.973270
1418.955859,0.019709,0.020455,0.963529
1418.957031,0.019546,0.020599,0.948848
1418.958203,0.019525,0.020680,0.944181
1418.959375,0.019668,0.020775,0.946755
1418.960547,0.019759,0.020881,0.946273
1418.961719,0.019899,0.020987,0.948161
1418.962891,0.020157,0.021084,0.956025
1418.964062,0.020152,0.021219,0.949693
1418.965234,0.020199,0.021351,0.946075
1418.966406,0.020446,0.021418,0.954593
1418.967578,0.020731,0.021525,0.963126
1418.968750,0.020751,0.021694,0.956531
1418.969922,0.020783,0.021810,0.952918
1418.971094,0.021095,0.021906,0.962977
1418.972266,0.021171,0.022052,0.960042
1418.973438,0.021291,0.022136,0.961861
1418.974609,0.021266,0.022212,0.957439
1418.975781,0.021281,0.022287,0.954854
1418.976953,0.021654,0.022381,0.967525
1418.978125,0.021731,0.022569,0.962891
1418.979297,0.021792,0.022651,0.962064
1418.980469,0.021973,0.022669,0.969297
1418.981641,0.021818,0.022841,0.955212
1418.982812,0.021711,0.023044,0.942174
1418.983984,0.021937,0.023203,0.945436
1418.985156,0.021850,0.023301,0.937749
1418.986328,0.021690,0.023367,0.928232
1418.987500,0.022181,0.023470,0.945065
1418.988672,0.022833,0.023569,0.968749
1418.989844,0.022749,0.023754,0.957708
1418.991016,0.022769,0.023879,0.953486
1418.992188,0.023037,0.023917,0.963176
1418.993359,0.023022,0.024017,0.958573
1418.994531,0.023140,0.024171,0.957351
1418.995703,0.023080,0.024336,0.948415
1418.996875,0.022921,0.024441,0.937803
1418.998047,0.023279,0.024511,0.949713
1418.999219,0.023497,0.024599,0.955216
1419.000391,0.023226,0.024763,0.937918
1419.001562,0.023203,0.024964,0.929444
1419.002734,0.023511,0.025054,0.938427
1419.003906,0.023890,0.025142,0.950182
1419.005078,0.024370,0.025215,0.966468
1419.006250,0.024504,0.025287,0.969018
1419.007422,0.024511,0.025416,0.964381
1419.008594,0.024461,0.025513,0.958753
1419.009766,0.024518,0.025592,0.958037
1419.010937,0.024862,0.025677,0.968297
1419.012109,0.025118,0.025823,0.972699
1419.013281,0.025141,0.025974,0.967956
1419.014453,0.024918,0.026049,0.956590
1419.015625,0.024929,0.026180,0.952202
1419.016797,0.025052,0.026350,0.950747
